symbol,begins_at,close_price,high_price,interpolated,low_price,open_price,session,volume
GRMN,2017-09-08,52.260000,52.570000,False,51.660000,51.680000,reg,740497
GRMN,2017-09-11,52.150000,52.550000,False,51.990000,52.550000,reg,989376
GRMN,2017-09-12,52.010000,52.660000,False,51.660000,52.460000,reg,1622202
GRMN,2017-09-13,52.540000,52.670000,False,51.570000,51.610000,reg,1185324
GRMN,2017-09-14,52.310000,52.460000,False,51.760000,51.920000,reg,927320
GRMN,2017-09-15,52.480000,52.540000,False,52.000000,52.260000,reg,1152737
GRMN,2017-09-18,52.490000,52.690000,False,52.260000,52.690000,reg,678563
GRMN,2017-09-19,51.940000,52.535000,False,51.840000,52.510000,reg,870337
GRMN,2017-09-20,52.180000,52.220000,False,51.620000,51.620000,reg,639396
GRMN,2017-09-21,52.000000,52.380000,False,51.800000,52.200000,reg,649583
GRMN,2017-09-22,52.410000,52.490000,False,52.050000,52.080000,reg,461826
GRMN,2017-09-25,53.200000,53.750000,False,52.430000,52.500000,reg,1045671
GRMN,2017-09-26,53.680000,53.850000,False,53.335000,53.450000,reg,1058679
GRMN,2017-09-27,54.030000,54.150000,False,53.500000,53.800000,reg,736541
GRMN,2017-09-28,54.040000,54.110000,False,53.668100,53.950000,reg,476892
GRMN,2017-09-29,53.970000,54.150000,False,53.450000,53.950000,reg,780394
GRMN,2017-10-02,54.160000,54.200000,False,53.590000,54.060000,reg,717945
GRMN,2017-10-03,54.420000,54.490000,False,54.030000,54.330000,reg,722646
GRMN,2017-10-04,54.770000,54.870000,False,54.260000,54.430000,reg,782716
GRMN,2017-10-05,54.790000,54.900000,False,54.410000,54.860000,reg,874691
GRMN,2017-10-06,53.830000,54.790000,False,53.650000,54.770000,reg,1213366
GRMN,2017-10-09,53.920000,54.210000,False,53.660000,53.860000,reg,843170
GRMN,2017-10-10,54.260000,54.349500,False,53.868700,53.870000,reg,659191
GRMN,2017-10-11,54.380000,54.570000,False,54.090000,54.270000,reg,619678
GRMN,2017-10-12,54.700000,54.750000,False,54.260000,54.390000,reg,865171
GRMN,2017-10-13,55.170000,55.500000,False,54.650000,54.720000,reg,1343044
GRMN,2017-10-16,55.150000,55.420000,False,54.910000,55.150000,reg,839460
GRMN,2017-10-17,55.200000,55.630000,False,55.150000,55.350000,reg,592472
GRMN,2017-10-18,55.080000,55.330000,False,54.870000,55.140000,reg,759045
GRMN,2017-10-19,55.450000,55.590000,False,54.570000,54.920000,reg,801860
GRMN,2017-10-20,55.800000,55.870000,False,55.520000,55.570000,reg,743326
GRMN,2017-10-23,55.800000,55.980000,False,55.660000,55.920000,reg,785393
GRMN,2017-10-24,56.410000,56.430000,False,55.710000,55.990000,reg,1007051
GRMN,2017-10-25,56.550000,56.690000,False,56.070000,56.340000,reg,1229517
GRMN,2017-10-26,56.470000,56.750000,False,56.140000,56.710000,reg,653483
GRMN,2017-10-27,56.290000,56.740000,False,55.220000,56.480000,reg,821594
GRMN,2017-10-30,56.490000,56.600000,False,55.910000,56.210000,reg,773643
GRMN,2017-10-31,56.610000,57.090000,False,56.210000,56.730000,reg,1574011
GRMN,2017-11-01,59.800000,60.440000,False,57.610000,57.620000,reg,3488834
GRMN,2017-11-02,58.860000,59.710000,False,58.280000,59.700000,reg,2388274
GRMN,2017-11-03,59.550000,59.580000,False,58.620000,58.960000,reg,1112177
GRMN,2017-11-06,59.300000,60.050000,False,59.040000,59.650000,reg,1071071
GRMN,2017-11-07,59.210000,59.430000,False,58.810000,59.080000,reg,832275
GRMN,2017-11-08,59.650000,59.800000,False,58.910200,59.290000,reg,828090
GRMN,2017-11-09,59.720000,59.780000,False,59.000000,59.200000,reg,1233907
GRMN,2017-11-10,60.830000,61.040000,False,59.470000,59.540000,reg,1644887
GRMN,2017-11-13,60.580000,60.810000,False,60.050000,60.810000,reg,1404378
GRMN,2017-11-14,60.750000,61.279900,False,60.230000,60.520000,reg,1099288
GRMN,2017-11-15,60.290000,60.790000,False,60.110000,60.510000,reg,937499
GRMN,2017-11-16,60.750000,60.920000,False,60.220000,60.500000,reg,859137
GRMN,2017-11-17,61.450000,61.750000,False,60.612500,60.680000,reg,1060027
GRMN,2017-11-20,61.520000,61.800000,False,61.140000,61.430000,reg,957447
GRMN,2017-11-21,62.490000,62.610000,False,61.750000,61.890000,reg,1125236
GRMN,2017-11-22,61.530000,62.370000,False,61.240000,62.370000,reg,1030725
GRMN,2017-11-24,61.790000,62.280000,False,61.210000,61.690000,reg,317233
GRMN,2017-11-27,61.700000,62.080000,False,61.670000,61.840000,reg,562648
GRMN,2017-11-28,62.920000,62.990000,False,61.910000,61.910000,reg,808198
GRMN,2017-11-29,62.400000,63.150000,False,62.300000,62.850000,reg,959648
GRMN,2017-11-30,62.080000,62.680000,False,62.020000,62.510000,reg,1354069
GRMN,2017-12-01,61.230000,62.330000,False,60.360000,62.190000,reg,1120291
GRMN,2017-12-04,60.850000,61.850000,False,60.830000,61.540000,reg,1090745
GRMN,2017-12-05,61.520000,62.090000,False,60.780000,61.110000,reg,1348580
GRMN,2017-12-06,61.460000,61.880000,False,61.210000,61.620000,reg,1011157
GRMN,2017-12-07,61.270000,61.580000,False,61.070000,61.360000,reg,902312
GRMN,2017-12-08,62.270000,62.310000,False,61.320000,61.320000,reg,968077
GRMN,2017-12-11,61.960000,62.330000,False,61.620000,62.060000,reg,1080963
GRMN,2017-12-12,61.130000,62.080000,False,60.925000,62.000000,reg,892269
GRMN,2017-12-13,60.830000,61.190000,False,60.760000,61.090000,reg,1188775
GRMN,2017-12-14,59.460000,60.710000,False,59.450000,60.530000,reg,1261364
GRMN,2017-12-15,58.360000,58.970000,False,57.390000,58.640000,reg,5300609
GRMN,2017-12-18,58.630000,59.140000,False,58.280000,58.500000,reg,1650484
GRMN,2017-12-19,58.580000,59.210000,False,58.520000,58.880000,reg,1190487
GRMN,2017-12-20,58.800000,58.970000,False,58.610000,58.960000,reg,988441
GRMN,2017-12-21,59.170000,59.540000,False,58.750000,59.150000,reg,1240552
GRMN,2017-12-22,59.180000,59.460000,False,59.080000,59.220000,reg,494054
GRMN,2017-12-26,59.270000,59.750000,False,59.020000,59.120000,reg,356007
GRMN,2017-12-27,59.460000,59.740000,False,59.280000,59.340000,reg,403798
GRMN,2017-12-28,59.770000,59.850000,False,59.470000,59.470000,reg,415314
GRMN,2017-12-29,59.570000,59.980000,False,59.390000,59.770000,reg,497175
GRMN,2018-01-02,59.540000,59.860000,False,59.190000,59.640000,reg,885433
GRMN,2018-01-03,60.270000,60.300000,False,59.560000,59.660000,reg,655196
GRMN,2018-01-04,60.270000,60.355000,False,59.790000,60.240000,reg,1096045
GRMN,2018-01-05,59.740000,60.500000,False,59.620000,60.390000,reg,843063
GRMN,2018-01-08,60.340000,60.380000,False,59.170000,59.600000,reg,1263414
GRMN,2018-01-09,59.850000,60.590000,False,59.740000,60.530000,reg,975029
GRMN,2018-01-10,60.470000,60.710000,False,59.670000,59.840000,reg,759032
GRMN,2018-01-11,61.420000,61.590000,False,60.420000,60.460000,reg,915813
GRMN,2018-01-12,61.960000,61.980000,False,61.370000,61.470000,reg,1483275
GRMN,2018-01-16,61.450000,62.640000,False,61.355000,62.150000,reg,1612845
GRMN,2018-01-17,63.040000,63.100000,False,61.795400,61.830000,reg,1099933
GRMN,2018-01-18,63.240000,63.340000,False,62.870000,62.940000,reg,820174
GRMN,2018-01-19,63.870000,63.910000,False,63.049400,63.500000,reg,1216084
GRMN,2018-01-22,64.040000,64.050000,False,63.138500,63.420000,reg,1038236
GRMN,2018-01-23,64.520000,64.630000,False,63.850000,64.090000,reg,861257
GRMN,2018-01-24,64.210000,64.960000,False,63.770000,64.840000,reg,1385391
GRMN,2018-01-25,63.750000,64.525000,False,63.530000,64.440000,reg,1248016
GRMN,2018-01-26,64.580000,64.600000,False,63.980000,64.130000,reg,912250
GRMN,2018-01-29,63.710000,64.520000,False,63.510000,63.940000,reg,1092879
GRMN,2018-01-30,63.070000,63.550000,False,62.820000,63.440000,reg,1185886
GRMN,2018-01-31,62.940000,63.540000,False,62.500000,63.160000,reg,3278060
GRMN,2018-02-01,62.680000,63.188500,False,61.980000,62.790000,reg,1298502
GRMN,2018-02-02,62.410000,63.340000,False,62.290000,62.610000,reg,975208
GRMN,2018-02-05,60.790000,62.790000,False,60.780000,62.120000,reg,1510144
GRMN,2018-02-06,62.310000,62.550000,False,59.171000,60.000000,reg,1589831
GRMN,2018-02-07,63.080000,63.850000,False,61.100000,63.400000,reg,1630082
GRMN,2018-02-08,61.130000,63.380000,False,61.100000,63.100000,reg,1293636
GRMN,2018-02-09,61.220000,62.150000,False,59.610000,61.750000,reg,1387414
GRMN,2018-02-12,61.970000,62.400000,False,61.540000,61.560000,reg,1170595
GRMN,2018-02-13,62.430000,62.580000,False,61.260000,62.020000,reg,1126702
GRMN,2018-02-14,64.000000,64.200000,False,61.693400,62.190000,reg,1091790
GRMN,2018-02-15,64.870000,65.040000,False,63.930000,64.410000,reg,1340697
GRMN,2018-02-16,65.210000,65.510000,False,64.620000,64.790000,reg,1156488
GRMN,2018-02-20,64.860000,65.960000,False,64.680000,65.200000,reg,2661878
GRMN,2018-02-21,61.865000,63.190000,False,60.060000,60.860000,reg,3992800
GRMN,2018-02-22,60.390000,62.620000,False,59.760000,62.220000,reg,2014411
GRMN,2018-02-23,60.350000,60.805000,False,59.570000,60.250000,reg,1643892
GRMN,2018-02-26,60.650000,60.920000,False,60.050000,60.510000,reg,1415341
GRMN,2018-02-27,60.220000,60.760000,False,60.050000,60.480000,reg,1357571
GRMN,2018-02-28,59.240000,60.700000,False,59.230000,60.440000,reg,861691
GRMN,2018-03-01,58.860000,59.795000,False,58.270000,59.150000,reg,1362992
GRMN,2018-03-02,59.420000,59.520000,False,57.835000,58.660000,reg,936753
GRMN,2018-03-05,59.600000,59.893500,False,58.860000,59.010000,reg,938102
GRMN,2018-03-06,59.810000,59.820000,False,59.100000,59.630000,reg,921268
GRMN,2018-03-07,59.990000,60.060000,False,59.270000,59.370000,reg,897168
GRMN,2018-03-08,59.890000,62.116200,False,59.570000,60.500000,reg,841023
GRMN,2018-03-09,60.990000,61.020000,False,59.940000,60.040000,reg,965091
GRMN,2018-03-12,61.010000,61.390000,False,60.650000,61.060000,reg,691517
GRMN,2018-03-13,61.150000,61.780000,False,60.910000,61.500000,reg,912073
